gaddress4.cpp	44	keep	unsigned short GNet::Address4::af() noexcept
gaddress4.cpp	49	keep	int GNet::Address4::domain() noexcept
gaddress4.cpp	54	keep	GNet::Address4::Address4( std::nullptr_t ) : m_inet{}
gaddress4.cpp	61	keep	GNet::Address4::Address4( unsigned int port ) : Address4(nullptr)
gaddress4.cpp	69	keep	GNet::Address4::Address4( unsigned int port , int /*loopback_overload*/ ) : Address4(nullptr)
gaddress4.cpp	77	keep	GNet::Address4::Address4( const sockaddr * addr , socklen_t len ) : Address4(nullptr)
gaddress4.cpp	88	keep	GNet::Address4::Address4( const std::string & host_part , const std::string & port_part ) : Address4(nullptr)
gaddress4.cpp	98	keep	GNet::Address4::Address4( const std::string & display_string ) : Address4(nullptr)
gaddress4.cpp	106	keep	const char * GNet::Address4::setAddress( sockaddr_type & inet , G::string_view display_string )
gaddress4.cpp	121	keep	const char * GNet::Address4::setHostAddress( sockaddr_type & inet , G::string_view host_part )
gaddress4.cpp	131	keep	void GNet::Address4::setPort( unsigned int port )
gaddress4.cpp	138	keep	const char * GNet::Address4::setPort( sockaddr_type & inet , G::string_view port_part )
gaddress4.cpp	145	keep	const char * GNet::Address4::setPort( sockaddr_type & inet , unsigned int port )
gaddress4.cpp	153	keep	bool GNet::Address4::setZone( const std::string & /*ipv6_zone_name_or_scope_id*/ )
gaddress4.cpp	158	keep	void GNet::Address4::setScopeId( unsigned long /*ipv6_scope_id*/ )
gaddress4.cpp	162	keep	std::string GNet::Address4::displayString( bool /*ipv6_with_scope*/ ) const
gaddress4.cpp	170	keep	std::string GNet::Address4::hostPartString() const
gaddress4.cpp	181	keep	std::string GNet::Address4::queryString() const
gaddress4.cpp	188	keep	bool GNet::Address4::validData( const sockaddr * addr , socklen_t len )
gaddress4.cpp	193	keep	bool GNet::Address4::validString( const std::string & s , std::string * reason_p )
gaddress4.cpp	202	keep	bool GNet::Address4::validStrings( const std::string & host_part , const std::string & port_part , std::string * reason_p )
gaddress4.cpp	214	keep	bool GNet::Address4::validPort( unsigned int port )
gaddress4.cpp	221	keep	bool GNet::Address4::same( const Address4 & other , bool /*ipv6_compare_with_scope*/ ) const
gaddress4.cpp	230	keep	bool GNet::Address4::sameHostPart( const Address4 & other ) const
gaddress4.cpp	238	keep	bool GNet::Address4::sameAddr( const ::in_addr & a , const ::in_addr & b )
gaddress4.cpp	243	keep	unsigned int GNet::Address4::port() const
gaddress4.cpp	248	keep	unsigned long GNet::Address4::scopeId( unsigned long default_ ) const
gaddress4.cpp	253	remove	const sockaddr * GNet::Address4::address() const
gaddress4.cpp	258	keep	sockaddr * GNet::Address4::address()
gaddress4.cpp	263	keep	socklen_t GNet::Address4::length() noexcept
gaddress4.cpp	268	keep	G::StringArray GNet::Address4::wildcards() const
gaddress4.cpp	350	keep	void GNet::Address4::add( G::StringArray & result , G::string_view head , unsigned int n , const char * tail )
gaddress4.cpp	355	keep	void GNet::Address4::add( G::StringArray & result , unsigned int n , const char * tail )
gaddress4.cpp	360	keep	void GNet::Address4::add( G::StringArray & result , G::string_view head , const char * tail )
gaddress4.cpp	365	keep	void GNet::Address4::add( G::StringArray & result , const char * tail )
gaddress4.cpp	370	keep	bool GNet::Address4::format( G::string_view s )
gaddress4.cpp	391	keep	unsigned int GNet::Address4::bits() const
gaddress4.cpp	400	keep	bool GNet::Address4::isLocal( std::string & reason ) const
gaddress4.cpp	415	keep	bool GNet::Address4::isLoopback() const
gaddress4.cpp	421	keep	bool GNet::Address4::isLinkLocal() const
gaddress4.cpp	427	keep	bool GNet::Address4::isUniqueLocal() const
gaddress4.cpp	436	keep	bool GNet::Address4::isMulticast() const
gaddress4.cpp	442	keep	bool GNet::Address4::isAny() const
gaddress6.cpp	46	keep	unsigned short GNet::Address6::af() noexcept
gaddress6.cpp	51	keep	int GNet::Address6::domain() noexcept
gaddress6.cpp	56	keep	GNet::Address6::Address6( std::nullptr_t ) : m_inet{}
gaddress6.cpp	65	keep	GNet::Address6::Address6( unsigned int port ) : Address6(nullptr)
gaddress6.cpp	73	keep	GNet::Address6::Address6( unsigned int port , int /*loopback_overload*/ ) : Address6(nullptr)
gaddress6.cpp	81	keep	GNet::Address6::Address6( const sockaddr * addr , socklen_t len , bool ipv6_scope_id_fixup ) : Address6(nullptr)
gaddress6.cpp	101	keep	GNet::Address6::Address6( const std::string & host_part , const std::string & port_part ) : Address6(nullptr)
gaddress6.cpp	111	keep	GNet::Address6::Address6( const std::string & display_string ) : Address6(nullptr)
gaddress6.cpp	119	keep	const char * GNet::Address6::setAddress( sockaddr_type & inet , const std::string & display_string )
gaddress6.cpp	134	keep	const char * GNet::Address6::setHostAddress( sockaddr_type & inet , const std::string & host_part )
gaddress6.cpp	160	keep	void GNet::Address6::setPort( unsigned int port )
gaddress6.cpp	167	keep	const char * GNet::Address6::setPort( sockaddr_type & inet , const std::string & port_part )
gaddress6.cpp	174	keep	const char * GNet::Address6::setPort( sockaddr_type & inet , unsigned int port )
gaddress6.cpp	182	keep	bool GNet::Address6::setZone( const std::string & zone )
gaddress6.cpp	187	keep	bool GNet::Address6::setZone( sockaddr_type & inet , const std::string & zone )
gaddress6.cpp	205	keep	void GNet::Address6::setScopeId( unsigned long ipv6_scope_id )
gaddress6.cpp	210	keep	std::string GNet::Address6::displayString( bool ipv6_with_scope_id ) const
gaddress6.cpp	220	keep	std::string GNet::Address6::hostPartString() const
gaddress6.cpp	231	keep	std::string GNet::Address6::queryString() const
gaddress6.cpp	243	keep	bool GNet::Address6::validData( const sockaddr * addr , socklen_t len )
gaddress6.cpp	248	keep	bool GNet::Address6::validString( const std::string & s , std::string * reason_p )
gaddress6.cpp	257	keep	bool GNet::Address6::validStrings( const std::string & host_part , const std::string & port_part , std::string * reason_p )
gaddress6.cpp	269	remove	bool GNet::Address6::validPort( unsigned int port )
gaddress6.cpp	276	keep	bool GNet::Address6::same( const Address6 & other , bool with_scope ) const
gaddress6.cpp	286	keep	bool GNet::Address6::sameHostPart( const Address6 & other , bool with_scope ) const
gaddress6.cpp	295	keep	bool GNet::Address6::sameAddr( const ::in6_addr & a , const ::in6_addr & b )
gaddress6.cpp	305	keep	unsigned int GNet::Address6::port() const
gaddress6.cpp	310	keep	unsigned long GNet::Address6::scopeId( unsigned long /*default*/ ) const
gaddress6.cpp	315	remove	const sockaddr * GNet::Address6::address() const
gaddress6.cpp	322	keep	sockaddr * GNet::Address6::address()
gaddress6.cpp	327	keep	socklen_t GNet::Address6::length() noexcept
gaddress6.cpp	397	keep	G::StringArray GNet::Address6::wildcards() const
gaddress6.cpp	421	keep	unsigned int GNet::Address6::bits() const
gaddress6.cpp	431	keep	bool GNet::Address6::isLocal( std::string & reason ) const
gaddress6.cpp	446	keep	bool GNet::Address6::isLoopback() const
gaddress6.cpp	454	keep	bool GNet::Address6::isLinkLocal() const
gaddress6.cpp	463	keep	bool GNet::Address6::isMulticast() const
gaddress6.cpp	468	keep	bool GNet::Address6::isUniqueLocal() const
gaddress6.cpp	477	keep	bool GNet::Address6::isAny() const
gaddress.cpp	33	keep	bool GNet::Address::supports( Family f ) noexcept
gaddress.cpp	45	keep	bool GNet::Address::supports( int af , int ) noexcept
gaddress.cpp	50	keep	bool GNet::Address::supports( const Address::Domain & , int domain ) noexcept
gaddress.cpp	55	keep	GNet::Address::Address( Family f , unsigned int port )
gaddress.cpp	67	keep	GNet::Address::Address( const sockaddr * addr , socklen_t len , bool ipv6_scope_id_fixup )
gaddress.cpp	83	keep	GNet::Address::Address( const sockaddr * addr , socklen_t len ) : Address(addr,len,false)
gaddress.cpp	88	keep	GNet::Address::Address( const AddressStorage & storage ) : Address(storage.p(),storage.n(),false)
gaddress.cpp	93	keep	GNet::Address::Address( const std::string & s , bool with_local )
gaddress.cpp	110	keep	GNet::Address::Address( const std::string & host_part , const std::string & port_part )
gaddress.cpp	127	keep	GNet::Address::Address( const std::string & host_part , unsigned int port ) : Address(host_part,G::Str::fromUInt(port))
gaddress.cpp	132	keep	GNet::Address::Address( Family f , unsigned int port , int loopback_overload )
gaddress.cpp	144	keep	GNet::Address::Address( const Address & other )
gaddress.cpp	155	keep	GNet::Address::Address( Address && other ) noexcept
gaddress.cpp	158	keep	GNet::Address::~Address()
gaddress.cpp	161	keep	void GNet::Address::swap( Address & other ) noexcept
gaddress.cpp	169	keep	GNet::Address & GNet::Address::operator=( const Address & other )
gaddress.cpp	175	keep	GNet::Address & GNet::Address::operator=( Address && other ) noexcept
gaddress.cpp	178	keep	GNet::Address GNet::Address::parse( const std::string & s )
gaddress.cpp	183	keep	GNet::Address GNet::Address::parse( const std::string & s , Address::NotLocal )
gaddress.cpp	188	keep	GNet::Address GNet::Address::parse( const std::string & host_part , unsigned int port )
gaddress.cpp	193	remove	GNet::Address GNet::Address::parse( const std::string & host_part , const std::string & port_part )
gaddress.cpp	198	keep	bool GNet::Address::isFamilyLocal( const std::string & s ) noexcept
gaddress.cpp	203	keep	GNet::Address GNet::Address::defaultAddress()
gaddress.cpp	208	keep	GNet::Address GNet::Address::loopback( Family f , unsigned int port )
gaddress.cpp	213	keep	GNet::Address::operator G::BasicAddress() const
gaddress.cpp	218	keep	GNet::Address & GNet::Address::setPort( unsigned int port )
gaddress.cpp	227	remove	bool GNet::Address::setZone( const std::string & ipv6_zone )
gaddress.cpp	236	keep	GNet::Address & GNet::Address::setScopeId( unsigned long ipv6_scope_id )
gaddress.cpp	245	keep	unsigned int GNet::Address::bits() const
gaddress.cpp	254	keep	bool GNet::Address::isLoopback() const
gaddress.cpp	263	keep	bool GNet::Address::isLocal( std::string & reason ) const
gaddress.cpp	272	keep	bool GNet::Address::isLinkLocal() const
gaddress.cpp	281	remove	bool GNet::Address::isMulticast() const
gaddress.cpp	290	keep	bool GNet::Address::isUniqueLocal() const
gaddress.cpp	299	keep	bool GNet::Address::isAny() const
gaddress.cpp	308	keep	bool GNet::Address::is4() const noexcept
gaddress.cpp	313	keep	bool GNet::Address::is6() const noexcept
gaddress.cpp	318	keep	bool GNet::Address::same( const Address & other , bool ipv6_compare_with_scope ) const
gaddress.cpp	327	keep	bool GNet::Address::operator==( const Address & other ) const
gaddress.cpp	336	remove	bool GNet::Address::operator!=( const Address & other ) const
gaddress.cpp	341	remove	bool GNet::Address::sameHostPart( const Address & other ) const
gaddress.cpp	350	keep	std::string GNet::Address::displayString( bool ipv6_with_scope_id ) const
gaddress.cpp	359	keep	std::string GNet::Address::hostPartString() const
gaddress.cpp	368	keep	std::string GNet::Address::queryString() const
gaddress.cpp	377	keep	bool GNet::Address::validString( const std::string & s , std::string * reason_p )
gaddress.cpp	385	keep	bool GNet::Address::validString( const std::string & s , NotLocal , std::string * reason_p )
gaddress.cpp	392	keep	bool GNet::Address::validStrings( const std::string & s1 , const std::string & s2 , std::string * reason_p )
gaddress.cpp	400	remove	sockaddr * GNet::Address::address()
gaddress.cpp	409	keep	const sockaddr * GNet::Address::address() const
gaddress.cpp	418	keep	socklen_t GNet::Address::length() const
gaddress.cpp	427	keep	unsigned int GNet::Address::port() const
gaddress.cpp	436	keep	unsigned long GNet::Address::scopeId( unsigned long default_ ) const
gaddress.cpp	445	keep	bool GNet::Address::validPort( unsigned int port )
gaddress.cpp	450	keep	bool GNet::Address::validData( const sockaddr * addr , socklen_t len )
gaddress.cpp	458	keep	int GNet::Address::domain( Family family ) noexcept
gaddress.cpp	466	keep	GNet::Address::Family GNet::Address::family() const noexcept
gaddress.cpp	474	keep	int GNet::Address::af() const noexcept
gaddress.cpp	482	keep	G::StringArray GNet::Address::wildcards() const
gaddress.cpp	505	keep	GNet::AddressStorage::AddressStorage() : m_imp(std::make_unique<AddressStorageImp>())
gaddress.cpp	519	keep	GNet::AddressStorage::~AddressStorage()
gaddress.cpp	522	keep	sockaddr * GNet::AddressStorage::p1()
gaddress.cpp	527	keep	socklen_t * GNet::AddressStorage::p2()
gaddress.cpp	532	keep	const sockaddr * GNet::AddressStorage::p() const
gaddress.cpp	537	keep	socklen_t GNet::AddressStorage::n() const
gaddresslocal_unix.cpp	68	keep	unsigned short GNet::AddressLocal::af() noexcept
gaddresslocal_unix.cpp	73	keep	int GNet::AddressLocal::domain() noexcept
gaddresslocal_unix.cpp	78	keep	GNet::AddressLocal::AddressLocal( std::nullptr_t ) : m_local{} , m_size(AddressLocalImp::minsize())
gaddresslocal_unix.cpp	88	keep	GNet::AddressLocal::AddressLocal( unsigned int /*port*/ ) : AddressLocal(nullptr)
gaddresslocal_unix.cpp	93	keep	GNet::AddressLocal::AddressLocal( unsigned int /*port*/ , int /*loopback_overload*/ ) : AddressLocal(nullptr)
gaddresslocal_unix.cpp	98	keep	GNet::AddressLocal::AddressLocal( const sockaddr * addr , socklen_t len ) : AddressLocal(nullptr)
gaddresslocal_unix.cpp	148	keep	GNet::AddressLocal::AddressLocal( const std::string & host_part ) : AddressLocal(nullptr)
gaddresslocal_unix.cpp	167	keep	std::string GNet::AddressLocal::path() const
gaddresslocal_unix.cpp	185	keep	void GNet::AddressLocal::setPort( unsigned int /*port*/ )
gaddresslocal_unix.cpp	189	keep	bool GNet::AddressLocal::setZone( const std::string & /*ipv6_zone_name_or_scope_id*/ )
gaddresslocal_unix.cpp	194	keep	void GNet::AddressLocal::setScopeId( unsigned long /*ipv6_scope_id*/ )
gaddresslocal_unix.cpp	198	keep	std::string GNet::AddressLocal::displayString( bool /*ipv6_with_scope*/ ) const
gaddresslocal_unix.cpp	203	keep	std::string GNet::AddressLocal::hostPartString() const
gaddresslocal_unix.cpp	208	keep	std::string GNet::AddressLocal::queryString() const
gaddresslocal_unix.cpp	213	keep	bool GNet::AddressLocal::validData( const sockaddr * addr , socklen_t len )
gaddresslocal_unix.cpp	218	keep	bool GNet::AddressLocal::validString( const std::string & path , std::string * reason_p )
gaddresslocal_unix.cpp	234	keep	bool GNet::AddressLocal::validStrings( const std::string & host_part , const std::string & /*port_part*/ , std::string * reason_p )
gaddresslocal_unix.cpp	240	remove	bool GNet::AddressLocal::validPort( unsigned int /*port*/ )
gaddresslocal_unix.cpp	245	keep	bool GNet::AddressLocal::same( const AddressLocal & other , bool /*ipv6_compare_with_scope*/ ) const
gaddresslocal_unix.cpp	254	keep	bool GNet::AddressLocal::sameHostPart( const AddressLocal & other ) const
gaddresslocal_unix.cpp	259	keep	unsigned int GNet::AddressLocal::port() const
